ID,word,PoS,COCA-All,COCA-Acad,ratio,disp,range,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS,HIS,EDU,SOC,LAW,HUM,PHIL,SCI,MED,BUS
2146,stratification,n,518,438,"2,96","0,87",8,59,50,177,12,27,11,58,44,0,"1,13","1,68","2,90","0,27","0,68","0,24","0,70","1,25","0,00"
2147,spatially,r,485,437,"3,16","0,85",7,34,18,122,4,46,21,176,16,0,"0,65","0,61","2,00","0,09","1,16","0,45","2,13","0,46","0,00"
2148,conventionally,r,707,437,"2,16","0,88",8,43,7,86,38,94,37,102,27,3,"0,83","0,24","1,41","0,85","2,36","0,79","1,23","0,77","0,07"
2149,assisted,j,977,437,"1,57","0,84",8,24,35,118,47,4,107,25,60,17,"0,46","1,18","1,94","1,06","0,10","2,30","0,30","1,71","0,37"
2150,consolidated,j,930,436,"1,64","0,89",8,107,10,36,96,17,15,100,5,50,"2,06","0,34","0,59","2,16","0,43","0,32","1,21","0,14","1,09"
2151,personalized,j,1000,436,"1,53","0,90",9,23,58,47,21,54,19,126,53,35,"0,44","1,96","0,77","0,47","1,36","0,41","1,52","1,52","0,77"
2152,paraphrase,v,989,436,"1,54","0,92",9,55,39,40,59,98,74,43,10,18,"1,06","1,32","0,66","1,33","2,47","1,59","0,52","0,29","0,39"
2153,received,j,693,435,"2,20","0,93",8,45,26,76,44,66,69,61,40,8,"0,87","0,88","1,25","0,99","1,67","1,49","0,74","1,15","0,18"
2154,heuristic,j,456,435,"3,34","0,83",7,21,44,56,9,35,134,134,2,0,"0,41","1,49","0,92","0,20","0,88","2,89","1,63","0,06","0,00"
2155,distributed,j,605,435,"2,52","0,83",9,20,44,48,22,11,32,235,12,11,"0,39","1,49","0,79","0,50","0,28","0,69","2,85","0,34","0,24"
2156,discernible,j,928,434,"1,64","0,92",9,63,14,44,58,76,50,95,24,10,"1,22","0,48","0,73","1,31","1,92","1,08","1,16","0,69","0,22"
2157,self-sufficiency,n,844,434,"1,80","0,89",8,91,25,103,79,23,74,19,12,8,"1,76","0,85","1,70","1,79","0,58","1,60","0,23","0,35","0,18"
2158,stereotyping,n,700,434,"2,17","0,82",7,77,78,147,18,29,68,7,10,0,"1,49","2,65","2,43","0,41","0,73","1,47","0,09","0,29","0,00"
2159,abstract,v,627,433,"2,42","0,93",8,45,40,61,32,67,50,50,87,1,"0,87","1,36","1,01","0,73","1,70","1,08","0,61","2,51","0,02"
2160,hereditary,j,857,433,"1,77","0,89",8,99,23,73,35,46,38,54,57,8,"1,92","0,78","1,21","0,79","1,17","0,82","0,66","1,64","0,18"
2161,habitual,j,908,433,"1,67","0,89",8,40,20,83,35,78,117,23,32,5,"0,78","0,68","1,38","0,79","1,98","2,54","0,28","0,92","0,11"
2162,humanistic,j,602,433,"2,52","0,88",8,33,54,70,15,102,131,21,7,0,"0,64","1,84","1,16","0,34","2,59","2,84","0,26","0,20","0,00"
2163,re-evaluate,v,996,433,"1,52","0,93",9,69,46,52,32,48,43,79,45,19,"1,34","1,57","0,86","0,73","1,22","0,93","0,96","1,30","0,42"
2164,prior,r,904,433,"1,68","0,90",8,50,71,94,42,21,40,79,29,7,"0,97","2,42","1,56","0,95","0,53","0,87","0,96","0,84","0,15"
2165,predate,v,894,432,"1,69","0,92",9,80,11,83,52,76,30,75,13,12,"1,56","0,38","1,38","1,18","1,93","0,65","0,92","0,38","0,27"
2166,unaffected,j,941,431,"1,60","0,90",8,33,12,64,33,32,55,132,62,8,"0,64","0,41","1,07","0,75","0,82","1,20","1,62","1,80","0,18"
2167,esoteric,j,874,430,"1,72","0,89",9,33,10,50,50,82,113,59,10,23,"0,64","0,34","0,83","1,14","2,09","2,47","0,72","0,29","0,51"
2168,post-traumatic,j,885,427,"1,69","0,85",7,37,20,136,3,21,82,29,99,0,"0,73","0,69","2,28","0,07","0,54","1,80","0,36","2,89","0,00"
2169,oriented,j,663,426,"2,25","0,92",8,35,70,100,28,49,44,74,21,5,"0,69","2,42","1,68","0,65","1,26","0,97","0,92","0,62","0,11"
2170,actuality,n,745,426,"2,00","0,89",7,72,40,60,29,76,110,34,3,2,"1,42","1,39","1,01","0,67","1,96","2,42","0,42","0,09","0,04"
2171,documented,j,785,425,"1,90","0,92",8,38,55,64,24,56,27,67,91,3,"0,75","1,91","1,08","0,55","1,45","0,60","0,83","2,67","0,07"
2172,dearth,n,870,425,"1,71","0,92",9,44,48,110,48,42,23,68,22,20,"0,87","1,67","1,86","1,11","1,09","0,51","0,84","0,65","0,45"
2173,uncontrolled,j,909,425,"1,64","0,91",8,41,12,51,67,34,27,102,91,0,"0,81","0,42","0,86","1,55","0,88","0,60","1,27","2,67","0,00"
2174,commercialization,n,669,424,"2,22","0,87",7,69,5,93,41,39,25,135,4,13,"1,37","0,17","1,57","0,95","1,01","0,55","1,68","0,12","0,29"
2175,aggregate,v,539,423,"2,75","0,88",8,19,32,100,46,7,16,151,38,14,"0,38","1,12","1,70","1,07","0,18","0,35","1,88","1,12","0,32"
2176,anomalous,j,597,422,"2,48","0,89",8,33,7,57,39,58,67,134,19,8,"0,66","0,24","0,97","0,91","1,51","1,49","1,68","0,56","0,18"
2177,ethically,r,870,421,"1,69","0,91",8,29,57,74,34,38,112,43,29,5,"0,58","2,00","1,26","0,79","0,99","2,50","0,54","0,86","0,11"
2178,hitherto,r,667,421,"2,21","0,90",7,103,3,47,60,98,42,51,13,4,"2,06","0,11","0,80","1,40","2,56","0,94","0,64","0,39","0,09"
2179,innumerable,j,965,420,"1,52","0,92",7,73,11,59,45,72,84,66,5,5,"1,46","0,39","1,01","1,05","1,88","1,88","0,83","0,15","0,11"
2180,valued,j,727,420,"2,02","0,91",9,40,61,139,22,32,40,59,18,9,"0,80","2,14","2,37","0,51","0,84","0,89","0,74","0,54","0,20"
2181,matching,n,717,419,"2,05","0,87",8,8,49,52,18,33,54,114,76,15,"0,16","1,73","0,89","0,42","0,87","1,21","1,44","2,26","0,34"
2182,apex,n,939,419,"1,56","0,89",8,33,9,42,21,46,35,139,86,8,"0,66","0,32","0,72","0,49","1,21","0,78","1,75","2,56","0,18"
2183,duplication,n,637,418,"2,30","0,82",9,31,29,32,42,46,13,179,36,10,"0,62","1,02","0,55","0,99","1,21","0,29","2,26","1,08","0,23"
2184,encapsulate,v,682,417,"2,14","0,91",8,50,10,85,30,94,39,87,19,3,"1,01","0,35","1,46","0,71","2,48","0,88","1,10","0,57","0,07"
2185,doubling,n,775,417,"1,88","0,88",8,52,3,43,34,83,21,137,30,14,"1,05","0,11","0,74","0,80","2,19","0,47","1,73","0,90","0,32"
2186,broad-based,j,869,417,"1,68","0,91",9,78,50,58,67,27,31,72,18,16,"1,57","1,77","1,00","1,58","0,71","0,70","0,91","0,54","0,37"
2187,harmonize,v,744,416,"1,96","0,90",7,65,27,37,96,85,62,38,6,0,"1,31","0,96","0,64","2,27","2,24","1,40","0,48","0,18","0,00"
2188,ministerial,j,622,416,"2,34","0,86",7,96,6,43,110,11,127,20,2,1,"1,94","0,21","0,74","2,60","0,29","2,87","0,25","0,06","0,02"
2189,inward,j,939,415,"1,55","0,92",9,50,12,34,36,58,102,71,42,10,"1,01","0,43","0,59","0,85","1,54","2,31","0,90","1,26","0,23"
2190,infrequently,r,784,415,"1,85","0,93",9,35,53,84,38,49,34,62,51,9,"0,71","1,88","1,45","0,90","1,30","0,77","0,79","1,53","0,21"
2191,innovator,n,963,415,"1,51","0,91",9,53,27,18,52,40,39,109,16,61,"1,07","0,96","0,31","1,23","1,06","0,88","1,39","0,48","1,40"
2192,convergent,j,468,415,"3,11","0,88",7,30,63,113,7,41,47,83,31,0,"0,61","2,24","1,95","0,17","1,09","1,06","1,06","0,93","0,00"
2193,Darwinian,j,622,415,"2,34","0,84",7,13,3,21,48,29,114,171,3,13,"0,26","0,11","0,36","1,14","0,77","2,58","2,17","0,09","0,30"
2194,predictability,n,704,414,"2,06","0,87",9,32,32,81,76,25,26,110,17,15,"0,65","1,14","1,40","1,80","0,66","0,59","1,40","0,51","0,35"
2195,inverted,j,900,413,"1,61","0,88",8,48,7,36,22,87,40,126,45,2,"0,98","0,25","0,63","0,52","2,31","0,91","1,61","1,36","0,05"
2196,impractical,j,952,413,"1,52","0,90",9,55,20,44,41,17,26,147,45,18,"1,12","0,71","0,76","0,97","0,45","0,59","1,88","1,36","0,42"
2197,altruistic,j,700,413,"2,07","0,82",8,19,33,94,25,21,121,81,13,6,"0,39","1,18","1,63","0,59","0,56","2,75","1,03","0,39","0,14"
2198,parenthesis,n,708,412,"2,04","0,88",7,12,34,114,6,70,26,105,44,1,"0,24","1,22","1,98","0,14","1,87","0,59","1,34","1,33","0,02"
2199,strengthening,n,684,412,"2,11","0,91",9,108,25,63,60,17,22,45,63,9,"2,20","0,90","1,10","1,43","0,45","0,50","0,58","1,91","0,21"
2200,unambiguous,j,656,411,"2,19","0,92",8,58,13,67,61,68,51,74,14,5,"1,19","0,47","1,17","1,46","1,82","1,16","0,95","0,43","0,12"
2201,intuitively,r,742,411,"1,94","0,92",9,21,39,50,25,56,96,80,31,13,"0,43","1,40","0,87","0,60","1,50","2,19","1,03","0,94","0,30"
2202,reasoned,j,701,410,"2,05","0,89",7,49,26,78,84,35,77,53,4,4,"1,00","0,94","1,36","2,01","0,94","1,76","0,68","0,12","0,09"
2203,purify,v,903,408,"1,58","0,89",9,30,12,22,25,49,119,85,49,17,"0,62","0,43","0,39","0,60","1,32","2,74","1,10","1,50","0,40"
2204,aggressor,n,939,407,"1,52","0,85",7,91,10,60,106,18,91,25,5,1,"1,88","0,36","1,06","2,56","0,49","2,10","0,32","0,15","0,02"
2205,self-evident,j,716,407,"1,99","0,91",7,66,8,61,83,80,79,25,2,3,"1,36","0,29","1,08","2,00","2,16","1,82","0,32","0,06","0,07"
2206,vested,j,902,405,"1,57","0,88",9,99,16,56,96,25,30,52,14,17,"2,05","0,58","0,99","2,33","0,68","0,70","0,68","0,43","0,40"
2207,traditionalist,n,872,404,"1,62","0,86",8,128,6,61,44,45,83,24,2,11,"2,66","0,22","1,08","1,07","1,22","1,93","0,31","0,06","0,26"
2208,rigidity,n,766,403,"1,84","0,92",8,52,21,57,38,38,61,96,35,5,"1,08","0,77","1,01","0,93","1,04","1,42","1,26","1,08","0,12"
2209,unanticipated,j,640,401,"2,19","0,91",9,60,29,80,55,32,22,95,15,13,"1,26","1,07","1,43","1,35","0,88","0,51","1,25","0,47","0,31"
2210,unrestricted,j,933,401,"1,50","0,89",9,60,15,56,49,20,53,112,22,14,"1,26","0,55","1,00","1,20","0,55","1,24","1,47","0,69","0,33"
2211,detriment,n,832,401,"1,69","0,92",8,77,28,52,81,38,63,36,20,6,"1,61","1,03","0,93","1,98","1,04","1,47","0,47","0,62","0,14"
2212,eradication,n,761,401,"1,85","0,86",7,63,4,35,51,19,29,143,49,8,"1,32","0,15","0,63","1,25","0,52","0,68","1,88","1,53","0,19"
2213,circumscribe,v,578,400,"2,42","0,91",8,90,10,72,52,78,45,27,22,4,"1,89","0,37","1,29","1,28","2,14","1,06","0,36","0,69","0,10"
2214,amenable,j,687,399,"2,03","0,92",8,53,30,70,61,27,32,85,37,4,"1,12","1,11","1,26","1,50","0,74","0,75","1,12","1,16","0,10"
2215,empowering,j,751,397,"1,85","0,90",9,46,76,91,19,54,57,17,28,9,"0,97","2,82","1,64","0,47","1,49","1,35","0,23","0,88","0,22"
2216,instantaneous,j,819,397,"1,70","0,87",8,23,8,26,29,41,62,151,51,6,"0,49","0,30","0,47","0,72","1,13","1,47","2,01","1,60","0,14"
2217,fore,n,917,396,"1,51","0,92",8,90,13,31,51,78,51,55,20,7,"1,91","0,48","0,56","1,26","2,16","1,21","0,73","0,63","0,17"
2218,deconstruct,v,697,396,"1,99","0,89",7,65,15,76,43,99,66,24,4,4,"1,38","0,56","1,38","1,07","2,75","1,56","0,32","0,13","0,10"
2219,dissimilar,j,631,396,"2,20","0,92",8,53,38,86,25,55,46,80,10,3,"1,12","1,42","1,56","0,62","1,53","1,09","1,07","0,32","0,07"
2220,network,v,843,395,"1,64","0,91",9,30,58,35,26,29,18,109,27,63,"0,64","2,17","0,64","0,65","0,81","0,43","1,46","0,85","1,52"
2221,unquestionably,r,907,394,"1,52","0,92",8,81,22,47,59,71,51,45,3,15,"1,73","0,82","0,86","1,47","1,98","1,21","0,60","0,10","0,36"
2222,labeled,j,812,393,"1,69","0,91",8,26,50,83,20,35,53,80,40,6,"0,56","1,88","1,52","0,50","0,98","1,27","1,07","1,27","0,15"
2223,legitimately,r,900,393,"1,53","0,90",8,58,14,36,103,30,109,27,8,8,"1,24","0,53","0,66","2,57","0,84","2,60","0,36","0,25","0,19"
2224,ameliorate,v,555,392,"2,47","0,92",8,42,43,99,56,21,46,47,36,2,"0,90","1,62","1,81","1,40","0,59","1,10","0,63","1,15","0,05"
2225,antagonistic,j,628,392,"2,19","0,91",8,95,16,68,58,53,47,36,15,4,"2,04","0,60","1,24","1,45","1,49","1,13","0,48","0,48","0,10"
2226,hereafter,r,515,391,"2,66","0,90",8,75,23,79,25,48,74,46,21,0,"1,61","0,87","1,45","0,63","1,35","1,78","0,62","0,67","0,00"
2227,puzzling,j,900,391,"1,52","0,90",8,29,16,37,41,64,58,132,10,4,"0,62","0,60","0,68","1,03","1,80","1,39","1,78","0,32","0,10"
2228,preponderance,n,670,390,"2,04","0,88",8,59,25,82,68,25,49,46,30,6,"1,27","0,95","1,51","1,71","0,70","1,18","0,62","0,96","0,15"
2229,generality,n,561,390,"2,43","0,90",8,21,30,60,55,51,55,101,16,1,"0,45","1,13","1,10","1,38","1,44","1,32","1,37","0,51","0,02"
2230,commensurate,j,598,390,"2,28","0,93",8,67,66,68,54,40,36,41,12,6,"1,44","2,50","1,25","1,36","1,13","0,87","0,55","0,38","0,15"
2231,dynamism,n,587,390,"2,33","0,88",7,119,9,33,48,84,68,20,2,7,"2,56","0,34","0,61","1,21","2,37","1,64","0,27","0,06","0,17"
2232,sustenance,n,821,390,"1,66","0,90",8,59,14,71,27,48,103,49,19,0,"1,27","0,53","1,31","0,68","1,35","2,48","0,66","0,61","0,00"
2233,disengagement,n,625,389,"2,18","0,86",7,81,59,101,54,33,39,8,12,2,"1,75","2,24","1,86","1,36","0,93","0,94","0,11","0,39","0,05"
2234,rationally,r,739,389,"1,84","0,90",9,41,24,50,76,27,106,40,13,12,"0,89","0,91","0,92","1,92","0,76","2,56","0,54","0,42","0,29"
2235,indefinite,j,868,388,"1,57","0,88",7,89,5,36,74,69,55,46,10,4,"1,93","0,19","0,67","1,87","1,95","1,33","0,63","0,32","0,10"
2236,subordinate,v,505,388,"2,69","0,90",7,99,16,65,60,75,50,18,2,3,"2,14","0,61","1,20","1,52","2,12","1,21","0,24","0,06","0,07"
2237,prompt,j,795,387,"1,70","0,92",9,50,44,45,60,21,20,52,82,13,"1,09","1,68","0,83","1,52","0,60","0,49","0,71","2,65","0,32"
2238,contiguous,j,671,386,"2,01","0,90",8,51,15,64,44,59,23,97,30,3,"1,11","0,57","1,19","1,12","1,68","0,56","1,33","0,97","0,07"
2239,centralization,n,454,385,"2,97","0,88",7,101,30,63,89,32,28,36,2,4,"2,20","1,15","1,17","2,27","0,91","0,68","0,49","0,06","0,10"
2240,collected,j,838,385,"1,61","0,92",8,48,45,38,18,61,36,90,45,4,"1,05","1,72","0,71","0,46","1,74","0,88","1,23","1,46","0,10"
2241,midpoint,n,658,385,"2,05","0,87",7,21,42,113,6,29,47,89,36,2,"0,46","1,61","2,11","0,15","0,83","1,15","1,22","1,17","0,05"
2242,mistrust,n,874,385,"1,54","0,90",8,88,24,71,83,24,49,24,19,3,"1,92","0,92","1,32","2,12","0,68","1,19","0,33","0,62","0,07"
2243,intangible,j,848,385,"1,59","0,89",9,41,28,48,58,64,31,76,19,20,"0,89","1,07","0,89","1,48","1,83","0,76","1,04","0,62","0,50"
2244,inconclusive,j,829,384,"1,62","0,93",8,41,33,62,46,36,29,76,57,4,"0,90","1,27","1,16","1,18","1,03","0,71","1,04","1,85","0,10"
2245,dispersed,j,554,384,"2,43","0,89",9,54,7,124,39,31,21,92,7,9,"1,18","0,27","2,32","1,00","0,89","0,51","1,26","0,23","0,22"
2246,fallacy,n,755,382,"1,77","0,91",8,65,28,30,48,57,74,57,16,7,"1,43","1,08","0,56","1,23","1,64","1,82","0,79","0,52","0,17"
2247,consultative,j,465,382,"2,88","0,88",8,110,59,36,59,7,25,71,11,4,"2,42","2,28","0,68","1,52","0,20","0,61","0,98","0,36","0,10"
2248,justified,j,724,382,"1,85","0,89",8,57,12,68,68,28,111,25,9,4,"1,25","0,46","1,28","1,75","0,81","2,73","0,35","0,29","0,10"
2249,unsatisfactory,j,737,382,"1,81","0,93",8,53,43,45,50,37,60,48,41,5,"1,17","1,66","0,85","1,29","1,06","1,47","0,66","1,34","0,12"
2250,infrequent,j,751,381,"1,78","0,91",8,27,53,87,22,34,23,74,58,3,"0,60","2,05","1,64","0,57","0,98","0,57","1,02","1,90","0,08"
2251,expert,j,812,379,"1,63","0,90",9,25,29,67,42,29,23,103,46,15,"0,55","1,13","1,27","1,09","0,84","0,57","1,43","1,52","0,38"
2252,grounding,n,702,377,"1,88","0,91",8,37,18,59,38,59,77,74,10,5,"0,82","0,70","1,12","0,99","1,72","1,92","1,04","0,33","0,13"
2253,definitively,r,772,376,"1,71","0,91",8,43,10,59,43,64,79,45,30,3,"0,96","0,39","1,13","1,12","1,87","1,97","0,63","1,00","0,08"
2254,contrary,j,779,376,"1,69","0,91",8,52,11,42,83,79,68,25,11,5,"1,16","0,43","0,80","2,17","2,31","1,70","0,35","0,37","0,13"
2255,succeeding,j,732,376,"1,80","0,92",8,83,23,35,38,50,49,81,10,7,"1,85","0,90","0,67","0,99","1,46","1,22","1,14","0,33","0,18"
2256,superimpose,v,804,376,"1,64","0,89",9,20,7,51,27,76,23,134,26,12,"0,45","0,27","0,97","0,71","2,22","0,57","1,88","0,86","0,30"
2257,redundancy,n,609,375,"2,16","0,85",9,21,30,42,22,42,13,168,25,12,"0,47","1,18","0,80","0,58","1,23","0,33","2,36","0,83","0,31"
2258,accelerating,j,737,375,"1,78","0,87",9,47,23,32,33,11,32,163,17,17,"1,05","0,90","0,61","0,86","0,32","0,80","2,29","0,57","0,43"
2259,domesticated,j,652,375,"2,01","0,86",7,53,1,85,9,30,45,138,13,1,"1,19","0,04","1,63","0,24","0,88","1,13","1,94","0,43","0,03"
2260,interconnection,n,484,375,"2,71","0,88",8,56,11,61,24,30,54,125,13,1,"1,25","0,43","1,17","0,63","0,88","1,35","1,76","0,43","0,03"
2261,prescriptive,j,459,375,"2,86","0,91",8,31,61,73,29,61,49,53,17,1,"0,69","2,40","1,40","0,76","1,79","1,23","0,75","0,57","0,03"
2262,mainstream,n,866,374,"1,51","0,92",8,86,28,64,34,46,60,38,12,6,"1,93","1,10","1,23","0,89","1,35","1,51","0,54","0,40","0,15"
2263,italics,n,511,374,"2,56","0,90",9,35,34,77,29,102,52,26,11,8,"0,79","1,34","1,48","0,76","3,00","1,30","0,37","0,37","0,20"
2264,modulate,v,617,373,"2,12","0,86",8,9,26,25,9,38,30,146,86,4,"0,20","1,03","0,48","0,24","1,12","0,75","2,07","2,88","0,10"
2265,flourishing,j,707,373,"1,85","0,89",8,53,6,49,60,41,118,22,17,7,"1,19","0,24","0,94","1,58","1,21","2,97","0,31","0,57","0,18"
2266,encroachment,n,633,373,"2,06","0,89",8,109,9,63,68,29,32,55,6,2,"2,45","0,36","1,21","1,79","0,85","0,81","0,78","0,20","0,05"
2267,affluence,n,756,373,"1,73","0,85",8,42,10,78,45,20,76,89,4,9,"0,95","0,40","1,50","1,18","0,59","1,91","1,26","0,13","0,23"
2268,childbearing,j,699,372,"1,86","0,86",8,37,14,136,61,9,34,32,42,7,"0,84","0,56","2,62","1,61","0,27","0,86","0,45","1,41","0,18"
2269,presenter,n,752,372,"1,73","0,89",8,26,56,30,7,58,17,132,29,17,"0,59","2,22","0,58","0,18","1,71","0,43","1,87","0,97","0,44"
2270,rigorously,r,679,372,"1,92","0,92",9,36,15,51,43,60,48,81,25,13,"0,81","0,59","0,98","1,13","1,77","1,21","1,15","0,84","0,33"
2271,recast,v,733,371,"1,77","0,90",8,62,6,74,35,95,53,33,7,6,"1,40","0,24","1,43","0,93","2,81","1,34","0,47","0,24","0,15"
2272,inversely,r,427,371,"3,04","0,88",7,6,30,108,14,18,24,109,61,1,"0,14","1,19","2,09","0,37","0,53","0,61","1,55","2,05","0,03"
2273,intensification,n,439,370,"2,95","0,89",8,93,6,79,29,29,35,93,6,0,"2,11","0,24","1,53","0,77","0,86","0,89","1,33","0,20","0,00"
2274,rationalization,n,614,370,"2,11","0,90",8,59,36,81,55,51,61,12,6,9,"1,34","1,44","1,57","1,46","1,51","1,55","0,17","0,20","0,23"
2275,polarity,n,507,370,"2,56","0,87",7,33,4,29,20,85,82,102,14,1,"0,75","0,16","0,56","0,53","2,52","2,08","1,45","0,47","0,03"
2276,cognitively,r,414,370,"3,13","0,89",7,12,74,108,6,41,64,22,43,0,"0,27","2,95","2,09","0,16","1,22","1,62","0,31","1,45","0,00"
2277,underdeveloped,j,613,370,"2,11","0,89",8,119,23,61,55,14,41,25,25,7,"2,70","0,92","1,18","1,46","0,42","1,04","0,36","0,84","0,18"
2278,articulated,j,566,368,"2,28","0,91",8,53,35,38,36,93,31,40,42,0,"1,21","1,40","0,74","0,96","2,78","0,79","0,57","1,43","0,00"
2279,preserving,j,805,368,"1,60","0,92",9,55,15,61,48,26,47,80,27,9,"1,26","0,60","1,19","1,28","0,78","1,20","1,15","0,92","0,23"
2280,opportunistic,j,734,368,"1,76","0,91",8,55,2,52,54,25,25,77,61,17,"1,26","0,08","1,01","1,44","0,75","0,64","1,10","2,07","0,44"
2281,centralize,v,569,367,"2,26","0,90",9,86,40,67,65,24,11,36,7,31,"1,97","1,61","1,31","1,74","0,72","0,28","0,52","0,24","0,81"
2282,correspondingly,r,485,366,"2,64","0,93",8,48,25,75,46,34,37,70,25,6,"1,10","1,01","1,47","1,23","1,02","0,95","1,01","0,85","0,16"
2283,inflationary,j,659,366,"1,94","0,85",7,78,2,52,73,11,9,111,0,30,"1,79","0,08","1,02","1,96","0,33","0,23","1,60","0,00","0,78"
2284,long-lasting,j,834,366,"1,54","0,91",9,39,22,43,26,25,42,116,44,9,"0,90","0,89","0,84","0,70","0,75","1,08","1,67","1,50","0,23"
2285,mediating,j,404,366,"3,17","0,87",7,16,33,131,19,60,82,10,15,0,"0,37","1,33","2,57","0,51","1,80","2,10","0,14","0,51","0,00"
2286,labor-intensive,j,670,366,"1,91","0,88",7,130,13,57,33,14,7,74,5,33,"2,98","0,52","1,12","0,89","0,42","0,18","1,07","0,17","0,86"
2287,hopelessness,n,844,366,"1,52","0,86",7,39,36,120,30,33,70,11,26,1,"0,90","1,45","2,35","0,80","0,99","1,79","0,16","0,89","0,03"
2288,purification,n,693,365,"1,84","0,87",8,33,8,22,10,53,114,91,27,7,"0,76","0,32","0,43","0,27","1,59","2,93","1,32","0,92","0,18"
2289,environmentalism,n,692,365,"1,85","0,85",9,24,12,61,56,13,47,121,13,18,"0,55","0,49","1,20","1,51","0,39","1,21","1,75","0,44","0,47"
2290,reconfigure,v,706,365,"1,81","0,91",9,42,14,62,19,75,34,84,12,23,"0,97","0,57","1,22","0,51","2,26","0,87","1,21","0,41","0,60"
2291,entanglement,n,684,364,"1,86","0,90",7,54,19,39,41,49,74,84,1,3,"1,25","0,77","0,77","1,11","1,48","1,91","1,22","0,03","0,08"
2292,graphically,r,623,364,"2,05","0,91",8,45,39,48,17,60,28,96,25,6,"1,04","1,58","0,95","0,46","1,81","0,72","1,39","0,86","0,16"
2293,revitalization,n,805,363,"1,58","0,87",8,81,12,117,39,33,19,31,27,4,"1,87","0,49","2,31","1,05","1,00","0,49","0,45","0,93","0,11"
2294,oblique,j,734,362,"1,73","0,90",8,25,27,73,15,79,41,43,57,2,"0,58","1,10","1,45","0,41","2,40","1,06","0,63","1,97","0,05"
2295,cardinal,j,826,362,"1,53","0,91",9,78,9,36,26,40,91,48,19,15,"1,81","0,37","0,71","0,71","1,21","2,36","0,70","0,66","0,40"
2296,assumed,j,642,361,"1,97","0,91",9,55,20,76,25,28,42,78,23,14,"1,28","0,82","1,51","0,68","0,85","1,09","1,14","0,80","0,37"
2297,nuanced,j,629,361,"2,01","0,91",7,82,12,67,41,54,68,30,5,2,"1,91","0,49","1,33","1,12","1,64","1,77","0,44","0,17","0,05"
2298,conjecture,n,766,360,"1,65","0,86",8,26,21,53,30,39,34,146,9,2,"0,61","0,86","1,06","0,82","1,19","0,89","2,14","0,31","0,05"
2299,shaping,j,565,360,"2,23","0,92",8,67,35,73,31,39,39,56,19,1,"1,56","1,43","1,45","0,85","1,19","1,02","0,82","0,66","0,03"
2300,unequivocally,r,752,359,"1,67","0,92",8,45,7,42,52,61,72,57,17,6,"1,05","0,29","0,84","1,42","1,87","1,88","0,84","0,59","0,16"
2301,buffer,v,542,359,"2,32","0,86",7,14,13,98,14,4,40,109,63,4,"0,33","0,53","1,96","0,38","0,12","1,05","1,60","2,19","0,11"
2302,descending,j,796,359,"1,58","0,91",9,18,22,36,8,64,26,76,85,24,"0,42","0,90","0,72","0,22","1,96","0,68","1,12","2,96","0,64"
2303,persistently,r,639,359,"1,97","0,93",9,78,26,50,32,50,45,36,34,8,"1,83","1,07","1,00","0,88","1,53","1,18","0,53","1,18","0,21"
2304,dictate,n,619,358,"2,03","0,90",9,72,9,45,74,49,68,23,8,10,"1,69","0,37","0,90","2,03","1,50","1,78","0,34","0,28","0,27"
2305,achievable,j,619,358,"2,03","0,91",9,33,19,41,65,29,22,102,39,8,"0,77","0,78","0,82","1,78","0,89","0,58","1,50","1,36","0,21"
2306,succinctly,r,657,358,"1,91","0,92",8,60,25,53,44,73,54,35,8,6,"1,41","1,03","1,06","1,21","2,24","1,42","0,52","0,28","0,16"
2307,redress,v,594,356,"2,10","0,89",8,94,14,50,85,38,42,25,6,2,"2,22","0,58","1,01","2,34","1,17","1,11","0,37","0,21","0,05"
2308,equal,n,789,356,"1,58","0,91",9,59,25,59,43,36,61,36,20,17,"1,39","1,04","1,19","1,19","1,11","1,61","0,53","0,70","0,46"
2309,non-white,n,568,356,"2,19","0,82",7,114,25,134,22,14,19,25,3,0,"2,69","1,04","2,70","0,61","0,43","0,50","0,37","0,11","0,00"
2310,longer-term,j,780,355,"1,59","0,92",8,63,14,53,52,2,13,68,49,41,"1,49","0,58","1,07","1,44","0,06","0,34","1,01","1,72","1,10"
2311,self-awareness,n,570,355,"2,18","0,89",7,27,66,50,19,53,102,11,23,4,"0,64","2,74","1,01","0,53","1,64","2,70","0,16","0,81","0,11"
2312,suitability,n,499,355,"2,49","0,90",8,26,23,75,33,23,36,86,47,6,"0,62","0,96","1,52","0,91","0,71","0,95","1,28","1,65","0,16"
2313,progressive,n,786,354,"1,58","0,87",7,97,5,47,68,31,83,10,2,11,"2,30","0,21","0,95","1,89","0,96","2,20","0,15","0,07","0,30"
2314,popularly,r,612,353,"2,02","0,91",8,74,11,71,50,56,29,53,6,3,"1,76","0,46","1,44","1,39","1,74","0,77","0,79","0,21","0,08"
2315,rectify,v,796,353,"1,55","0,91",9,61,11,38,61,30,40,59,43,10,"1,45","0,46","0,77","1,70","0,93","1,06","0,88","1,52","0,27"
2316,redistribute,v,711,352,"1,73","0,90",7,57,4,82,66,19,30,75,12,7,"1,36","0,17","1,67","1,84","0,59","0,80","1,12","0,43","0,19"
2317,distinctively,r,526,350,"2,33","0,89",7,45,6,79,74,42,79,23,0,2,"1,08","0,25","1,62","2,08","1,32","2,12","0,35","0,00","0,05"
